title,genres,keywords,plot,content
Maine Pyar Kiya [392],Mystery|Action,friendship dance music,"A gripping Mystery narrative driven by friendship, dance, and an unforgettable finale.",mysteri action friendship danc music a grip mysteri narr driven by friendship danc and an unforgett final
Hum Dil De Chuke Sanam [393],Sports|Thriller,city patriotism college,"A gripping Sports narrative driven by city, patriotism, and an unforgettable finale.",sport thriller citi patriot colleg a grip sport narr driven by citi patriot and an unforgett final
Goliyon Ki Raasleela Ram-Leela [394],Family|Romance,patriotism family city,"Set between Mumbai and Delhi, this Family-Romance film explores patriotism, family, and the cost of city.",famili romanc patriot famili citi set between mumbai and delhi thi famili romanc film explor patriot famili and the cost of citi
Padmaavat [395],Musical|Family,ambition friendship justice,"When a family faces crisis, a hero chooses ambition over fear in this heartfelt Musical entertainer.",music famili ambit friendship justic when a famili face crisi a hero choos ambit over fear in thi heartfelt music entertain
Bajirao Mastani [396],Thriller|Musical,justice dance music,"A gripping Thriller narrative driven by justice, dance, and an unforgettable finale.",thriller music justic danc music a grip thriller narr driven by justic danc and an unforgett final
Gangubai Kathiawadi [397],Mystery|Biography,friendship justice sacrifice,"Set between Mumbai and Delhi, this Mystery-Biography film explores friendship, justice, and the cost of sacrifice.",mysteri biographi friendship justic sacrific set between mumbai and delhi thi mysteri biographi film explor friendship justic and the cost of sacrific
Black [398],Drama|Sports,family wedding music,"Set between Mumbai and Delhi, this Drama-Sports film explores family, wedding, and the cost of music.",drama sport famili wed music set between mumbai and delhi thi drama sport film explor famili wed and the cost of music
Guzaarish [399],Crime|Sports,delhi music family,"A popular Bollywood tale of delhi, music, and family, blending emotion, music, and dramatic twists.",crime sport delhi music famili a popular bollywood tale of delhi music and famili blend emot music and dramat twist
Piku [400],Family|Biography,ambition redemption village,"When a family faces crisis, a hero chooses ambition over fear in this heartfelt Family entertainer.",famili biographi ambit redempt villag when a famili face crisi a hero choos ambit over fear in thi heartfelt famili entertain
Sholay [401],Action|Musical,redemption sacrifice college,"A gripping Action narrative driven by redemption, sacrifice, and an unforgettable finale.",action music redempt sacrific colleg a grip action narr driven by redempt sacrific and an unforgett final
Dilwale Dulhania Le Jayenge [402],Musical|Adventure,dream ambition revenge,"A gripping Musical narrative driven by dream, ambition, and an unforgettable finale.",music adventur dream ambit reveng a grip music narr driven by dream ambit and an unforgett final
3 Idiots [403],Musical|Adventure,sacrifice revenge family,A Musical story where sacrifice and revenge shape the journey of a determined protagonist in modern India.,music adventur sacrific reveng famili a music stori where sacrific and reveng shape the journey of a determin protagonist in modern india
Lagaan [404],Adventure|Mystery,dream heist investigation,"Set between Mumbai and Delhi, this Adventure-Mystery film explores dream, heist, and the cost of investigation.",adventur mysteri dream heist investig set between mumbai and delhi thi adventur mysteri film explor dream heist and the cost of investig
Dangal [405],Action|Family,delhi wedding family,"Set between Mumbai and Delhi, this Action-Family film explores delhi, wedding, and the cost of family.",action famili delhi wed famili set between mumbai and delhi thi action famili film explor delhi wed and the cost of famili
PK [406],Mystery|Biography,mumbai revenge delhi,"When a family faces crisis, a hero chooses mumbai over fear in this heartfelt Mystery entertainer.",mysteri biographi mumbai reveng delhi when a famili face crisi a hero choos mumbai over fear in thi heartfelt mysteri entertain
Bajrangi Bhaijaan [407],Drama|Musical,village delhi college,"When a family faces crisis, a hero chooses village over fear in this heartfelt Drama entertainer.",drama music villag delhi colleg when a famili face crisi a hero choos villag over fear in thi heartfelt drama entertain
Zindagi Na Milegi Dobara [408],Biography|Drama,investigation wedding music,A Biography story where investigation and wedding shape the journey of a determined protagonist in modern India.,biographi drama investig wed music a biographi stori where investig and wed shape the journey of a determin protagonist in modern india
Kabhi Khushi Kabhie Gham [409],Crime|Comedy,friendship dream revenge,A Crime story where friendship and dream shape the journey of a determined protagonist in modern India.,crime comedi friendship dream reveng a crime stori where friendship and dream shape the journey of a determin protagonist in modern india
Kal Ho Naa Ho [410],Crime|Family,revenge investigation love,A Crime story where revenge and investigation shape the journey of a determined protagonist in modern India.,crime famili reveng investig love a crime stori where reveng and investig shape the journey of a determin protagonist in modern india
Kuch Kuch Hota Hai [411],Musical|Drama,music college city,"Set between Mumbai and Delhi, this Musical-Drama film explores music, college, and the cost of city.",music drama music colleg citi set between mumbai and delhi thi music drama film explor music colleg and the cost of citi
Swades [412],Sports|Mystery,college sacrifice patriotism,"When a family faces crisis, a hero chooses college over fear in this heartfelt Sports entertainer.",sport mysteri colleg sacrific patriot when a famili face crisi a hero choos colleg over fear in thi heartfelt sport entertain
Taare Zameen Par [413],Crime|Mystery,revenge investigation village,"A popular Bollywood tale of revenge, investigation, and village, blending emotion, music, and dramatic twists.",crime mysteri reveng investig villag a popular bollywood tale of reveng investig and villag blend emot music and dramat twist
Andhadhun [414],Romance|Action,investigation patriotism delhi,"Set between Mumbai and Delhi, this Romance-Action film explores investigation, patriotism, and the cost of delhi.",romanc action investig patriot delhi set between mumbai and delhi thi romanc action film explor investig patriot and the cost of delhi
Barfi! [415],Mystery|Thriller,friendship redemption music,"When a family faces crisis, a hero chooses friendship over fear in this heartfelt Mystery entertainer.",mysteri thriller friendship redempt music when a famili face crisi a hero choos friendship over fear in thi heartfelt mysteri entertain
Queen [416],Sports|Adventure,college investigation patriotism,"Set between Mumbai and Delhi, this Sports-Adventure film explores college, investigation, and the cost of patriotism.",sport adventur colleg investig patriot set between mumbai and delhi thi sport adventur film explor colleg investig and the cost of patriot
Kahaani [417],Thriller|Musical,sacrifice village justice,"Set between Mumbai and Delhi, this Thriller-Musical film explores sacrifice, village, and the cost of justice.",thriller music sacrific villag justic set between mumbai and delhi thi thriller music film explor sacrific villag and the cost of justic
Gully Boy [418],Mystery|Romance,love college friendship,"Set between Mumbai and Delhi, this Mystery-Romance film explores love, college, and the cost of friendship.",mysteri romanc love colleg friendship set between mumbai and delhi thi mysteri romanc film explor love colleg and the cost of friendship
Rockstar [419],Thriller|Romance,family love wedding,"A gripping Thriller narrative driven by family, love, and an unforgettable finale.",thriller romanc famili love wed a grip thriller narr driven by famili love and an unforgett final
Tamasha [420],Sports|Drama,ambition love patriotism,"When a family faces crisis, a hero chooses ambition over fear in this heartfelt Sports entertainer.",sport drama ambit love patriot when a famili face crisi a hero choos ambit over fear in thi heartfelt sport entertain
Jab We Met [421],Thriller|Adventure,dream love village,"A gripping Thriller narrative driven by dream, love, and an unforgettable finale.",thriller adventur dream love villag a grip thriller narr driven by dream love and an unforgett final
Chak De! India [422],Comedy|Thriller,heist dance redemption,"Set between Mumbai and Delhi, this Comedy-Thriller film explores heist, dance, and the cost of redemption.",comedi thriller heist danc redempt set between mumbai and delhi thi comedi thriller film explor heist danc and the cost of redempt
Bhaag Milkha Bhaag [423],Comedy|Action,delhi ambition college,"A popular Bollywood tale of delhi, ambition, and college, blending emotion, music, and dramatic twists.",comedi action delhi ambit colleg a popular bollywood tale of delhi ambit and colleg blend emot music and dramat twist
Rang De Basanti [424],Comedy|Drama,investigation heist city,"When a family faces crisis, a hero chooses investigation over fear in this heartfelt Comedy entertainer.",comedi drama investig heist citi when a famili face crisi a hero choos investig over fear in thi heartfelt comedi entertain
Munna Bhai M.B.B.S. [425],Adventure|Musical,love sacrifice patriotism,"A gripping Adventure narrative driven by love, sacrifice, and an unforgettable finale.",adventur music love sacrific patriot a grip adventur narr driven by love sacrific and an unforgett final
Lage Raho Munna Bhai [426],Family|Crime,college village music,"When a family faces crisis, a hero chooses college over fear in this heartfelt Family entertainer.",famili crime colleg villag music when a famili face crisi a hero choos colleg over fear in thi heartfelt famili entertain
Om Shanti Om [427],Action|Adventure,mumbai ambition heist,"A popular Bollywood tale of mumbai, ambition, and heist, blending emotion, music, and dramatic twists.",action adventur mumbai ambit heist a popular bollywood tale of mumbai ambit and heist blend emot music and dramat twist
Don [428],Mystery|Action,wedding love investigation,"When a family faces crisis, a hero chooses wedding over fear in this heartfelt Mystery entertainer.",mysteri action wed love investig when a famili face crisi a hero choos wed over fear in thi heartfelt mysteri entertain
Don 2 [429],Crime|Adventure,delhi village patriotism,"Set between Mumbai and Delhi, this Crime-Adventure film explores delhi, village, and the cost of patriotism.",crime adventur delhi villag patriot set between mumbai and delhi thi crime adventur film explor delhi villag and the cost of patriot
War [430],Comedy|Thriller,dance revenge wedding,"A popular Bollywood tale of dance, revenge, and wedding, blending emotion, music, and dramatic twists.",comedi thriller danc reveng wed a popular bollywood tale of danc reveng and wed blend emot music and dramat twist
Pathaan [431],Romance|Adventure,dream love justice,"When a family faces crisis, a hero chooses dream over fear in this heartfelt Romance entertainer.",romanc adventur dream love justic when a famili face crisi a hero choos dream over fear in thi heartfelt romanc entertain
Jawan [432],Sports|Biography,redemption love revenge,"Set between Mumbai and Delhi, this Sports-Biography film explores redemption, love, and the cost of revenge.",sport biographi redempt love reveng set between mumbai and delhi thi sport biographi film explor redempt love and the cost of reveng
Tiger Zinda Hai [433],Biography|Sports,investigation dream mumbai,"Set between Mumbai and Delhi, this Biography-Sports film explores investigation, dream, and the cost of mumbai.",biographi sport investig dream mumbai set between mumbai and delhi thi biographi sport film explor investig dream and the cost of mumbai
Ek Tha Tiger [434],Family|Comedy,friendship dream heist,A Family story where friendship and dream shape the journey of a determined protagonist in modern India.,famili comedi friendship dream heist a famili stori where friendship and dream shape the journey of a determin protagonist in modern india
Sultan [435],Mystery|Musical,ambition dream patriotism,"Set between Mumbai and Delhi, this Mystery-Musical film explores ambition, dream, and the cost of patriotism.",mysteri music ambit dream patriot set between mumbai and delhi thi mysteri music film explor ambit dream and the cost of patriot
Raees [436],Adventure|Family,music patriotism wedding,"A gripping Adventure narrative driven by music, patriotism, and an unforgettable finale.",adventur famili music patriot wed a grip adventur narr driven by music patriot and an unforgett final
My Name Is Khan [437],Sports|Family,music justice sacrifice,"A gripping Sports narrative driven by music, justice, and an unforgettable finale.",sport famili music justic sacrific a grip sport narr driven by music justic and an unforgett final
Chennai Express [438],Musical|Mystery,family mumbai dance,"Set between Mumbai and Delhi, this Musical-Mystery film explores family, mumbai, and the cost of dance.",music mysteri famili mumbai danc set between mumbai and delhi thi music mysteri film explor famili mumbai and the cost of danc
Dil Se.. [439],Family|Mystery,college love ambition,"Set between Mumbai and Delhi, this Family-Mystery film explores college, love, and the cost of ambition.",famili mysteri colleg love ambit set between mumbai and delhi thi famili mysteri film explor colleg love and the cost of ambit
Devdas [440],Drama|Comedy,investigation heist college,"A popular Bollywood tale of investigation, heist, and college, blending emotion, music, and dramatic twists.",drama comedi investig heist colleg a popular bollywood tale of investig heist and colleg blend emot music and dramat twist
Hum Aapke Hain Koun..! [441],Action|Thriller,dance ambition patriotism,"A gripping Action narrative driven by dance, ambition, and an unforgettable finale.",action thriller danc ambit patriot a grip action narr driven by danc ambit and an unforgett final
Maine Pyar Kiya [442],Thriller|Musical,investigation dance justice,"When a family faces crisis, a hero chooses investigation over fear in this heartfelt Thriller entertainer.",thriller music investig danc justic when a famili face crisi a hero choos investig over fear in thi heartfelt thriller entertain
Hum Dil De Chuke Sanam [443],Mystery|Sports,mumbai wedding city,"A popular Bollywood tale of mumbai, wedding, and city, blending emotion, music, and dramatic twists.",mysteri sport mumbai wed citi a popular bollywood tale of mumbai wed and citi blend emot music and dramat twist
Goliyon Ki Raasleela Ram-Leela [444],Action|Mystery,investigation mumbai city,"A gripping Action narrative driven by investigation, mumbai, and an unforgettable finale.",action mysteri investig mumbai citi a grip action narr driven by investig mumbai and an unforgett final
Padmaavat [445],Sports|Drama,delhi love revenge,A Sports story where delhi and love shape the journey of a determined protagonist in modern India.,sport drama delhi love reveng a sport stori where delhi and love shape the journey of a determin protagonist in modern india
Bajirao Mastani [446],Drama|Crime,village ambition revenge,"Set between Mumbai and Delhi, this Drama-Crime film explores village, ambition, and the cost of revenge.",drama crime villag ambit reveng set between mumbai and delhi thi drama crime film explor villag ambit and the cost of reveng
Gangubai Kathiawadi [447],Drama|Thriller,delhi wedding sacrifice,A Drama story where delhi and wedding shape the journey of a determined protagonist in modern India.,drama thriller delhi wed sacrific a drama stori where delhi and wed shape the journey of a determin protagonist in modern india
Black [448],Biography|Sports,redemption mumbai heist,A Biography story where redemption and mumbai shape the journey of a determined protagonist in modern India.,biographi sport redempt mumbai heist a biographi stori where redempt and mumbai shape the journey of a determin protagonist in modern india
Guzaarish [449],Drama|Adventure,investigation college friendship,A Drama story where investigation and college shape the journey of a determined protagonist in modern India.,drama adventur investig colleg friendship a drama stori where investig and colleg shape the journey of a determin protagonist in modern india
Piku [450],Adventure|Comedy,investigation music friendship,"A gripping Adventure narrative driven by investigation, music, and an unforgettable finale.",adventur comedi investig music friendship a grip adventur narr driven by investig music and an unforgett final
Sholay [451],Mystery|Sports,college city family,A Mystery story where college and city shape the journey of a determined protagonist in modern India.,mysteri sport colleg citi famili a mysteri stori where colleg and citi shape the journey of a determin protagonist in modern india
Dilwale Dulhania Le Jayenge [452],Adventure|Action,ambition dream delhi,"A popular Bollywood tale of ambition, dream, and delhi, blending emotion, music, and dramatic twists.",adventur action ambit dream delhi a popular bollywood tale of ambit dream and delhi blend emot music and dramat twist
3 Idiots [453],Family|Comedy,patriotism revenge sacrifice,"When a family faces crisis, a hero chooses patriotism over fear in this heartfelt Family entertainer.",famili comedi patriot reveng sacrific when a famili face crisi a hero choos patriot over fear in thi heartfelt famili entertain
Lagaan [454],Musical|Biography,ambition redemption music,A Musical story where ambition and redemption shape the journey of a determined protagonist in modern India.,music biographi ambit redempt music a music stori where ambit and redempt shape the journey of a determin protagonist in modern india
Dangal [455],Sports|Mystery,love revenge patriotism,"When a family faces crisis, a hero chooses love over fear in this heartfelt Sports entertainer.",sport mysteri love reveng patriot when a famili face crisi a hero choos love over fear in thi heartfelt sport entertain
PK [456],Crime|Adventure,mumbai love friendship,"Set between Mumbai and Delhi, this Crime-Adventure film explores mumbai, love, and the cost of friendship.",crime adventur mumbai love friendship set between mumbai and delhi thi crime adventur film explor mumbai love and the cost of friendship
Bajrangi Bhaijaan [457],Romance|Musical,college dance family,"A gripping Romance narrative driven by college, dance, and an unforgettable finale.",romanc music colleg danc famili a grip romanc narr driven by colleg danc and an unforgett final
Zindagi Na Milegi Dobara [458],Drama|Thriller,dream heist mumbai,"A popular Bollywood tale of dream, heist, and mumbai, blending emotion, music, and dramatic twists.",drama thriller dream heist mumbai a popular bollywood tale of dream heist and mumbai blend emot music and dramat twist
Kabhi Khushi Kabhie Gham [459],Drama|Romance,justice investigation love,"Set between Mumbai and Delhi, this Drama-Romance film explores justice, investigation, and the cost of love.",drama romanc justic investig love set between mumbai and delhi thi drama romanc film explor justic investig and the cost of love
Kal Ho Naa Ho [460],Family|Drama,dream heist village,"When a family faces crisis, a hero chooses dream over fear in this heartfelt Family entertainer.",famili drama dream heist villag when a famili face crisi a hero choos dream over fear in thi heartfelt famili entertain
Kuch Kuch Hota Hai [461],Romance|Comedy,city heist ambition,"A gripping Romance narrative driven by city, heist, and an unforgettable finale.",romanc comedi citi heist ambit a grip romanc narr driven by citi heist and an unforgett final
Swades [462],Crime|Sports,investigation dance patriotism,"Set between Mumbai and Delhi, this Crime-Sports film explores investigation, dance, and the cost of patriotism.",crime sport investig danc patriot set between mumbai and delhi thi crime sport film explor investig danc and the cost of patriot
Taare Zameen Par [463],Mystery|Romance,delhi sacrifice love,A Mystery story where delhi and sacrifice shape the journey of a determined protagonist in modern India.,mysteri romanc delhi sacrific love a mysteri stori where delhi and sacrific shape the journey of a determin protagonist in modern india
Andhadhun [464],Crime|Thriller,revenge dance patriotism,"A popular Bollywood tale of revenge, dance, and patriotism, blending emotion, music, and dramatic twists.",crime thriller reveng danc patriot a popular bollywood tale of reveng danc and patriot blend emot music and dramat twist
Barfi! [465],Drama|Sports,justice wedding mumbai,"Set between Mumbai and Delhi, this Drama-Sports film explores justice, wedding, and the cost of mumbai.",drama sport justic wed mumbai set between mumbai and delhi thi drama sport film explor justic wed and the cost of mumbai
Queen [466],Family|Adventure,patriotism college city,"A gripping Family narrative driven by patriotism, college, and an unforgettable finale.",famili adventur patriot colleg citi a grip famili narr driven by patriot colleg and an unforgett final
Kahaani [467],Sports|Crime,revenge music ambition,A Sports story where revenge and music shape the journey of a determined protagonist in modern India.,sport crime reveng music ambit a sport stori where reveng and music shape the journey of a determin protagonist in modern india
Gully Boy [468],Romance|Comedy,village patriotism redemption,"When a family faces crisis, a hero chooses village over fear in this heartfelt Romance entertainer.",romanc comedi villag patriot redempt when a famili face crisi a hero choos villag over fear in thi heartfelt romanc entertain
Rockstar [469],Family|Mystery,family revenge friendship,"A popular Bollywood tale of family, revenge, and friendship, blending emotion, music, and dramatic twists.",famili mysteri famili reveng friendship a popular bollywood tale of famili reveng and friendship blend emot music and dramat twist
Tamasha [470],Musical|Family,justice family village,A Musical story where justice and family shape the journey of a determined protagonist in modern India.,music famili justic famili villag a music stori where justic and famili shape the journey of a determin protagonist in modern india
Jab We Met [471],Action|Crime,wedding investigation heist,"A gripping Action narrative driven by wedding, investigation, and an unforgettable finale.",action crime wed investig heist a grip action narr driven by wed investig and an unforgett final
Chak De! India [472],Crime|Romance,friendship revenge sacrifice,"A gripping Crime narrative driven by friendship, revenge, and an unforgettable finale.",crime romanc friendship reveng sacrific a grip crime narr driven by friendship reveng and an unforgett final
Bhaag Milkha Bhaag [473],Romance|Biography,redemption dance patriotism,A Romance story where redemption and dance shape the journey of a determined protagonist in modern India.,romanc biographi redempt danc patriot a romanc stori where redempt and danc shape the journey of a determin protagonist in modern india
Rang De Basanti [474],Comedy|Crime,patriotism revenge investigation,"Set between Mumbai and Delhi, this Comedy-Crime film explores patriotism, revenge, and the cost of investigation.",comedi crime patriot reveng investig set between mumbai and delhi thi comedi crime film explor patriot reveng and the cost of investig
Munna Bhai M.B.B.S. [475],Biography|Adventure,city patriotism redemption,"Set between Mumbai and Delhi, this Biography-Adventure film explores city, patriotism, and the cost of redemption.",biographi adventur citi patriot redempt set between mumbai and delhi thi biographi adventur film explor citi patriot and the cost of redempt
Lage Raho Munna Bhai [476],Comedy|Mystery,justice mumbai village,A Comedy story where justice and mumbai shape the journey of a determined protagonist in modern India.,comedi mysteri justic mumbai villag a comedi stori where justic and mumbai shape the journey of a determin protagonist in modern india
Om Shanti Om [477],Action|Crime,justice college music,"When a family faces crisis, a hero chooses justice over fear in this heartfelt Action entertainer.",action crime justic colleg music when a famili face crisi a hero choos justic over fear in thi heartfelt action entertain
Don [478],Romance|Family,justice ambition mumbai,"A gripping Romance narrative driven by justice, ambition, and an unforgettable finale.",romanc famili justic ambit mumbai a grip romanc narr driven by justic ambit and an unforgett final
Don 2 [479],Biography|Thriller,wedding family village,"A popular Bollywood tale of wedding, family, and village, blending emotion, music, and dramatic twists.",biographi thriller wed famili villag a popular bollywood tale of wed famili and villag blend emot music and dramat twist
War [480],Drama|Crime,dance patriotism redemption,"When a family faces crisis, a hero chooses dance over fear in this heartfelt Drama entertainer.",drama crime danc patriot redempt when a famili face crisi a hero choos danc over fear in thi heartfelt drama entertain
Pathaan [481],Family|Crime,redemption village music,"A popular Bollywood tale of redemption, village, and music, blending emotion, music, and dramatic twists.",famili crime redempt villag music a popular bollywood tale of redempt villag and music blend emot music and dramat twist
Jawan [482],Biography|Thriller,mumbai dance city,"When a family faces crisis, a hero chooses mumbai over fear in this heartfelt Biography entertainer.",biographi thriller mumbai danc citi when a famili face crisi a hero choos mumbai over fear in thi heartfelt biographi entertain
Tiger Zinda Hai [483],Family|Comedy,mumbai heist ambition,"A popular Bollywood tale of mumbai, heist, and ambition, blending emotion, music, and dramatic twists.",famili comedi mumbai heist ambit a popular bollywood tale of mumbai heist and ambit blend emot music and dramat twist
Ek Tha Tiger [484],Crime|Comedy,patriotism sacrifice family,"A gripping Crime narrative driven by patriotism, sacrifice, and an unforgettable finale.",crime comedi patriot sacrific famili a grip crime narr driven by patriot sacrific and an unforgett final
Sultan [485],Thriller|Biography,investigation city redemption,A Thriller story where investigation and city shape the journey of a determined protagonist in modern India.,thriller biographi investig citi redempt a thriller stori where investig and citi shape the journey of a determin protagonist in modern india
Raees [486],Mystery|Musical,dream wedding music,A Mystery story where dream and wedding shape the journey of a determined protagonist in modern India.,mysteri music dream wed music a mysteri stori where dream and wed shape the journey of a determin protagonist in modern india
My Name Is Khan [487],Crime|Sports,mumbai village music,"Set between Mumbai and Delhi, this Crime-Sports film explores mumbai, village, and the cost of music.",crime sport mumbai villag music set between mumbai and delhi thi crime sport film explor mumbai villag and the cost of music
Chennai Express [488],Comedy|Sports,village college patriotism,A Comedy story where village and college shape the journey of a determined protagonist in modern India.,comedi sport villag colleg patriot a comedi stori where villag and colleg shape the journey of a determin protagonist in modern india
Dil Se.. [489],Musical|Biography,mumbai heist patriotism,"A gripping Musical narrative driven by mumbai, heist, and an unforgettable finale.",music biographi mumbai heist patriot a grip music narr driven by mumbai heist and an unforgett final
Devdas [490],Adventure|Crime,investigation love sacrifice,"A gripping Adventure narrative driven by investigation, love, and an unforgettable finale.",adventur crime investig love sacrific a grip adventur narr driven by investig love and an unforgett final
Hum Aapke Hain Koun..! [491],Biography|Sports,revenge family ambition,"A popular Bollywood tale of revenge, family, and ambition, blending emotion, music, and dramatic twists.",biographi sport reveng famili ambit a popular bollywood tale of reveng famili and ambit blend emot music and dramat twist
Maine Pyar Kiya [492],Action|Sports,redemption love patriotism,"A popular Bollywood tale of redemption, love, and patriotism, blending emotion, music, and dramatic twists.",action sport redempt love patriot a popular bollywood tale of redempt love and patriot blend emot music and dramat twist
Hum Dil De Chuke Sanam [493],Crime|Romance,friendship family justice,"Set between Mumbai and Delhi, this Crime-Romance film explores friendship, family, and the cost of justice.",crime romanc friendship famili justic set between mumbai and delhi thi crime romanc film explor friendship famili and the cost of justic
Goliyon Ki Raasleela Ram-Leela [494],Adventure|Mystery,investigation heist ambition,"When a family faces crisis, a hero chooses investigation over fear in this heartfelt Adventure entertainer.",adventur mysteri investig heist ambit when a famili face crisi a hero choos investig over fear in thi heartfelt adventur entertain
Padmaavat [495],Family|Crime,wedding heist delhi,"Set between Mumbai and Delhi, this Family-Crime film explores wedding, heist, and the cost of delhi.",famili crime wed heist delhi set between mumbai and delhi thi famili crime film explor wed heist and the cost of delhi
Bajirao Mastani [496],Family|Drama,mumbai family music,"When a family faces crisis, a hero chooses mumbai over fear in this heartfelt Family entertainer.",famili drama mumbai famili music when a famili face crisi a hero choos mumbai over fear in thi heartfelt famili entertain
Gangubai Kathiawadi [497],Romance|Mystery,village sacrifice music,"A popular Bollywood tale of village, sacrifice, and music, blending emotion, music, and dramatic twists.",romanc mysteri villag sacrific music a popular bollywood tale of villag sacrific and music blend emot music and dramat twist
Black [498],Musical|Thriller,delhi mumbai sacrifice,"When a family faces crisis, a hero chooses delhi over fear in this heartfelt Musical entertainer.",music thriller delhi mumbai sacrific when a famili face crisi a hero choos delhi over fear in thi heartfelt music entertain
Guzaarish [499],Romance|Musical,wedding dance revenge,"A popular Bollywood tale of wedding, dance, and revenge, blending emotion, music, and dramatic twists.",romanc music wed danc reveng a popular bollywood tale of wed danc and reveng blend emot music and dramat twist
Piku [500],Drama|Romance,friendship dance family,"Set between Mumbai and Delhi, this Drama-Romance film explores friendship, dance, and the cost of family.",drama romanc friendship danc famili set between mumbai and delhi thi drama romanc film explor friendship danc and the cost of famili
